md5hash,fitzpatrick_scale,fitzpatrick_centaur,label,nine_partition_label,three_partition_label,qc,url,url_alphanum
e8f0aedf9fedf0b68b8d2d4e8c517984,4,4,epidermolysis bullosa,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa46.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosaepidermolysisbullosa46jpg.jpg
fc40007004f6f278dfebc14a43e9f1a2,4,4,papilomatosis confluentes and reticulate,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/papillomatosis_confluent_reticulated/papillomatosis_confluent_reticulated31.jpg,httpwwwdermaamincomsiteimagesclinicalpicppapillomatosisconfluentreticulatedpapillomatosisconfluentreticulated31jpg.jpg
cc86871e46db9d1b57820a4c2b5a73dd,4,4,neurofibromatosis,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/neurofibromatosis-von-reckling-hausen-syndrome/neurofibromatosis-von-reckling-hausen-syndrome93.jpg,httpwwwdermaamincomsiteimagesclinicalpicnneurofibromatosisvonrecklinghausensyndromeneurofibromatosisvonrecklinghausensyndrome93jpg.jpg
266aea0875456d9d3f8a266710639e24,4,4,livedo reticularis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/livedo-reticularis/livedo-reticularis57.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlivedoreticularislivedoreticularis57jpg.jpg
e0d531954da8f3b368dda7f14fb1ec74,4,4,papilomatosis confluentes and reticulate,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/papillomatosis_confluent_reticulated/papillomatosis_confluent_reticulated5.jpg,httpwwwdermaamincomsiteimagesclinicalpicppapillomatosisconfluentreticulatedpapillomatosisconfluentreticulated5jpg.jpg
5eaeaa69042a197939cfa14c931383da,4,4,folliculitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pityrosporum-folliculitis/pityrosporum-folliculitis6.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityrosporumfolliculitispityrosporumfolliculitis6jpg.jpg
0ff013316ad0b4773d6cf28fd453e817,4,4,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/c/contact_dermatitis/contact_dermatitis34.jpg,httpwwwdermaamincomsiteimagesclinicalpicccontactdermatitiscontactdermatitis34jpg.jpg
85d30e6a42dae8273fdd7b7bb32c7a45,4,4,vitiligo,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo41.jpg,httpwwwdermaamincomsiteimagesclinicalpicvvitiligovitiligo41jpg.jpg
3e0b9c3fefc5daf627d8332fc471ea1f,4,4,drug eruption,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption166.jpg,httpwwwdermaamincomsiteimagesclinicalpicddrugeruptiondrugeruption166jpg.jpg
3e1bc42db9faa46f59f192554f109d54,4,4,port wine stain,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/p/port-wine-stain/port-wine-stain38.jpg,httpwwwdermaamincomsiteimagesclinicalpicpportwinestainportwinestain38jpg.jpg
e9232e0be7edefe7c35319fc57f90071,4,4,scleroderma,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/m/morphea/morphea55.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmorpheamorphea55jpg.jpg
0ef888d61d8643d33d4a06b1ea8e04b8,4,4,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-pustular/psoriasis-pustular37.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasispustularpsoriasispustular37jpg.jpg
3b7a2963fd375510dd2b1575c1a1fbac,4,4,drug eruption,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption99.jpg,httpwwwdermaamincomsiteimagesclinicalpicddrugeruptiondrugeruption99jpg.jpg
5f1bc0d3bf22bd3128f7715599c963f3,4,4,sarcoidosis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/discoid_le/discoid_le2.jpg,httpwwwdermaamincomsiteimagesclinicalpicddiscoidlediscoidle2jpg.jpg
f114c236f85ad835bb2a56a83e33219f,4,4,vitiligo,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo120.jpg,httpwwwdermaamincomsiteimagesclinicalpicvvitiligovitiligo120jpg.jpg
39b6fda45ef6cb09e8fad6a5a00e4d72,4,4,pityriasis rubra pilaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rubra_pilaris/pityriasis_rubra_pilaris32.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasisrubrapilarispityriasisrubrapilaris32jpg.jpg
66d42d41c7a14fe234359265ffe9e59e,4,4,neutrophilic dermatoses,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pyodermite_Vegetante/pyodermite_Vegetante4.jpg,httpwwwdermaamincomsiteimagesclinicalpicppyodermiteVegetantepyodermiteVegetante4jpg.jpg
85466a1783f75b3cedccd08086f2cb92,4,4,lupus erythematosus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/neonatal-lupus-erythematosus/neonatal-lupus-erythematosus1.jpg,httpwwwdermaamincomsiteimagesclinicalpicnneonatallupuserythematosusneonatallupuserythematosus1jpg.jpg
d36089c917a190111dd6be37d21ad606,4,4,dermatomyositis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatophytie/dermatophytie18.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatophytiedermatophytie18jpg.jpg
59d49d7841de202a6f12c44a44cbe0ad,4,4,lichen planus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus_follicularis/lichen_planus_follicularis2.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenplanusfollicularislichenplanusfollicularis2jpg.jpg
1cdc1012a99350c7ae1e30fc02b2b46a,4,4,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/allergic-reaction-to-medication/allergic-reaction-to-medication2.jpg,httpwwwdermaamincomsiteimagesclinicalpicaallergicreactiontomedicationallergicreactiontomedication2jpg.jpg
2482fd359e1b2d615edfadfee2db4f2f,4,4,urticaria,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pruritic-urticarial-papules-and-plaques-of-pregnancy/pruritic-urticarial-papules-and-plaques-of-pregnancy11.jpg,httpwwwdermaamincomsiteimagesclinicalpicppruriticurticarialpapulesandplaquesofpregnancypruriticurticarialpapulesandplaquesofpregnancy11jpg.jpg
b14ec69850f0818301f5cc957f0c419a,4,4,lupus erythematosus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/r/reticular-erythematous-mucinosis/reticular-erythematous-mucinosis1.jpg,httpwwwdermaamincomsiteimagesclinicalpicrreticularerythematousmucinosisreticularerythematousmucinosis1jpg.jpg
ecb358bd112ba5da490e99bb9c015fca,4,4,eczema,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/eczema_dyshidrosis/eczema_dyshidrosis4.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeczemadyshidrosiseczemadyshidrosis4jpg.jpg
341ac64cbdd72cc7d08563600496c488,4,4,papilomatosis confluentes and reticulate,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/papillomatosis_confluent_reticulated/papillomatosis_confluent_reticulated38.jpg,httpwwwdermaamincomsiteimagesclinicalpicppapillomatosisconfluentreticulatedpapillomatosisconfluentreticulated38jpg.jpg
ba807276a070010ad3231795bb61eb2c,4,4,prurigo nodularis,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis35.jpg,httpwwwdermaamincomsiteimagesclinicalpicpprurigonodularisprurigonodularis35jpg.jpg
5e0bf5d8bb4e3d7750fe16475495bd09,4,4,calcinosis cutis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/c/calcinosis_cutis/calcinosis_cutis41.jpg,httpwwwdermaamincomsiteimagesclinicalpicccalcinosiscutiscalcinosiscutis41jpg.jpg
3f51e93925f09e7f150cfbc9714abd9c,4,4,epidermal nevus,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_naevus/epidermal_naevus69.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermalnaevusepidermalnaevus69jpg.jpg
b3599106240908205ff711c288132c29,4,4,granuloma annulare,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_annulare/granuloma_annulare139.jpg,httpwwwdermaamincomsiteimagesclinicalpicggranulomaannularegranulomaannulare139jpg.jpg
1141d2dd206bb01357907a51d17a8051,4,4,tuberous sclerosis,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/t/tuberous_sclerosis/tuberous_sclerosis64.jpg,httpwwwdermaamincomsiteimagesclinicalpicttuberoussclerosistuberoussclerosis64jpg.jpg
7aa6b20b685d4e89f3e9ed237ca9d92c,4,4,fixed eruptions,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/f/fixed_drug_eruption/fixed_drug_eruption48.jpg,httpwwwdermaamincomsiteimagesclinicalpicffixeddrugeruptionfixeddrugeruption48jpg.jpg
7b06f82019ba9b66ee57aedfbc749b49,4,4,granuloma annulare,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_annulare/granuloma_annulare80.jpg,httpwwwdermaamincomsiteimagesclinicalpicggranulomaannularegranulomaannulare80jpg.jpg
fb7b9d228f3c5d239ec59b954d953bbc,4,4,xeroderma pigmentosum,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/X/xeroderma-pigmentosum/xeroderma-pigmentosum43.jpg,httpwwwdermaamincomsiteimagesclinicalpicXxerodermapigmentosumxerodermapigmentosum43jpg.jpg
1c836d4d108c951381d2a1e4e956de5a,4,4,erythema nodosum,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema-nodosum/erythema-nodosum37.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemanodosumerythemanodosum37jpg.jpg
21ebe4272dfcb8d600e02a535800244f,4,4,urticaria,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/u/urticaria-contact/urticaria-contact5.jpg,httpwwwdermaamincomsiteimagesclinicalpicuurticariacontacturticariacontact5jpg.jpg
924acae61840d0e0e6ad71c137dbadbc,4,4,eczema,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/h/hand_eczema/hand_eczema3.jpg,httpwwwdermaamincomsiteimagesclinicalpichhandeczemahandeczema3jpg.jpg
e09ad79db1068573b62da446aa8a2a34,4,4,scabies,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/norwegian_scabies/norwegian_scabies64.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnorwegianscabiesnorwegianscabies64jpg.jpg
00959beb7862649dc9b40e924d7050f1,4,4,scleroderma,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/localized-scleroderma/localized-scleroderma14.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlocalizedsclerodermalocalizedscleroderma14jpg.jpg
d10b1536c16c8dae1abf7a51c48c4fc9,4,4,epidermal nevus,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_naevus/epidermal_naevus77.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermalnaevusepidermalnaevus77jpg.jpg
7417842967f20cb28f70c8c0e8ad4d20,4,4,vitiligo,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo11.jpg,httpwwwdermaamincomsiteimagesclinicalpicvvitiligovitiligo11jpg.jpg
8dd91ccc0665825cb2337a8f84e76c15,4,4,necrobiosis lipoidica,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/necrobiois-lipoidica-diabeticorum/necrobiois-lipoidica-diabeticorum6.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnecrobioislipoidicadiabeticorumnecrobioislipoidicadiabeticorum6jpg.jpg
fb56c3668d6c396a55f552dffbf2dce2,4,4,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-psoriasis_after_erysipelas/psoriasis-psoriasis_after_erysipelas4.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasispsoriasisaftererysipelaspsoriasispsoriasisaftererysipelas4jpg.jpg
c15fe233630608218ecedb692f1430f3,4,4,xanthomas,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/X/xanthomas/xanthomas18.jpg,httpwwwdermaamincomsiteimagesclinicalpicXxanthomasxanthomas18jpg.jpg
6c353ee141e49f24f232b9f7baa7722c,4,4,prurigo nodularis,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis55.jpg,httpwwwdermaamincomsiteimagesclinicalpicpprurigonodularisprurigonodularis55jpg.jpg
c299982fdf723130020667fc0630814d,4,4,drug eruption,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption159.jpg,httpwwwdermaamincomsiteimagesclinicalpicddrugeruptiondrugeruption159jpg.jpg
9f868ec43e63a6f125a9e396c68337b7,4,4,xeroderma pigmentosum,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/X/xeroderma-pigmentosum/xeroderma-pigmentosum54.jpg,httpwwwdermaamincomsiteimagesclinicalpicXxerodermapigmentosumxerodermapigmentosum54jpg.jpg
e33e24a88c9cdc586cdbbb812fe71bb3,4,4,porphyria,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/porphyria-cutanea-tarda/porphyria-cutanea-tarda15.jpg,httpwwwdermaamincomsiteimagesclinicalpicpporphyriacutaneatardaporphyriacutaneatarda15jpg.jpg
4f26647374206a8070db448c01ee3256,4,4,pityriasis rosea,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rosea/pityriasis_rosea87.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasisroseapityriasisrosea87jpg.jpg
6fe9d8fa6c068bc9956cd2faac8ba716,4,4,photodermatoses,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/polymorphic_light_eruption/polymorphic_light_eruption14.jpg,httpwwwdermaamincomsiteimagesclinicalpicppolymorphiclighteruptionpolymorphiclighteruption14jpg.jpg
f7c577c830725a2f27fead729366ef26,4,4,folliculitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/eosinophilic_pustula_folliculitis/eosinophilic_pustula_folliculitis6.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeosinophilicpustulafolliculitiseosinophilicpustulafolliculitis6jpg.jpg
0c1362716817d36a2f2828708c2a652d,4,4,pityriasis rosea,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rosea/pityriasis_rosea97.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasisroseapityriasisrosea97jpg.jpg
0ef8a12da7acd5ef66d5ed7ddef2e10c,4,4,porphyria,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/porphyria-cutanea-tarda/porphyria-cutanea-tarda1.jpg,httpwwwdermaamincomsiteimagesclinicalpicpporphyriacutaneatardaporphyriacutaneatarda1jpg.jpg
658e7c810f8c65a40c99ac80e1ba251a,4,4,porphyria,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/porphyria-cutanea-tarda/porphyria-cutanea-tarda20.jpg,httpwwwdermaamincomsiteimagesclinicalpicpporphyriacutaneatardaporphyriacutaneatarda20jpg.jpg
c3494e07c264f5c418ddb4fccc465636,4,4,pityriasis rubra pilaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rubra_pilaris/pityriasis_rubra_pilaris74.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasisrubrapilarispityriasisrubrapilaris74jpg.jpg
bf3e23f00f156fa217cc6ca8393f8ae3,4,4,scabies,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies47.jpg,httpwwwdermaamincomsiteimagesclinicalpicsscabiesscabies47jpg.jpg
8bafe3c0acdeca24d12581cd6d4fdb65,4,4,milia,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/m/miliaria/miliaria34.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmiliariamiliaria34jpg.jpg
829d4e5be3bdf2bdbcb35676945e09e5,4,4,neutrophilic dermatoses,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pyoderma-gangrenosum/pyoderma-gangrenosum56.jpg,httpwwwdermaamincomsiteimagesclinicalpicppyodermagangrenosumpyodermagangrenosum56jpg.jpg
0524c7e156295bd71bea39f7bde2595c,4,4,halo nevus,benign melanocyte,benign,,https://www.dermaamin.com/site/images/clinical-pic/h/halo_naevus/halo_naevus57.jpg,httpwwwdermaamincomsiteimagesclinicalpichhalonaevushalonaevus57jpg.jpg
68888c4170deb1bdb9aaea62f255a199,4,4,keratosis pilaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/k/keratosis-pilaris/keratosis-pilaris32.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratosispilariskeratosispilaris32jpg.jpg
82605d3e7d952537049a1c32c57d510f,4,4,erythema multiforme,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme15.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemamultiformeerythemamultiforme15jpg.jpg
4ef0025817e752ae5981dd0358b2d242,4,4,sarcoidosis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis17.jpg,httpwwwdermaamincomsiteimagesclinicalpicssarcoidosissarcoidosis17jpg.jpg
79dd087b12d3854c94387e2557db80eb,4,4,keloid,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/k/kekoid/kekoid80.jpg,httpwwwdermaamincomsiteimagesclinicalpickkekoidkekoid80jpg.jpg
8ef0a2dd1d0c0d30094d13ff8a8fe15b,4,4,granuloma annulare,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_annulare/granuloma_annulare88.jpg,httpwwwdermaamincomsiteimagesclinicalpicggranulomaannularegranulomaannulare88jpg.jpg
a906e7bbb9307b70cb7223c67f39a41f,4,4,lichen simplex,inflammatory,non-neoplastic,,,httpwwwdermaamincomsiteimagesclinicalpicLLichensimplexchronicusLichensimplexchronicus5jpg.jpg
a58381fbfe4010af2454ee9d830e33ca,4,4,sarcoidosis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis2.jpg,httpwwwdermaamincomsiteimagesclinicalpicssarcoidosissarcoidosis2jpg.jpg
d5bb4d5ef36446ecb4a128de9c2fc222,4,4,behcets disease,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/b/behcets_disease/behcets_disease40.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbehcetsdiseasebehcetsdisease40jpg.jpg
da0147ea828805d535d78745fcc9a7b3,4,4,ehlers danlos syndrome,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/ehlers_danlos_syndrome/ehlers_danlos_syndrome3.jpg,httpwwwdermaamincomsiteimagesclinicalpiceehlersdanlossyndromeehlersdanlossyndrome3jpg.jpg
a84f3bf0c9e806169177f595ba7d8797,4,4,lichen planus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus_follicularis/lichen_planus_follicularis24.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenplanusfollicularislichenplanusfollicularis24jpg.jpg
f2627794588732850eebedba908e8767,4,4,urticaria pigmentosa,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/u/urticaria-pigmentosa/urticaria-pigmentosa64.jpg,httpwwwdermaamincomsiteimagesclinicalpicuurticariapigmentosaurticariapigmentosa64jpg.jpg
124b91bf9e3b1b260dff7d2ce9f9e27c,4,4,lichen planus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/eruptive_lichen_planus/eruptive_lichen_planus14.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeruptivelichenplanuseruptivelichenplanus14jpg.jpg
fa5c9bbc8a806c99ecbde8db0e46232d,4,4,acanthosis nigricans,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acanthosis_nigricans/acanthosis_nigricans31.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacanthosisnigricansacanthosisnigricans31jpg.jpg
9b7edd4e98f898fe5b5d4adaaa5c264d,4,4,porokeratosis actinic,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/k/keratosis_solar/keratosis_solar12.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratosissolarkeratosissolar12jpg.jpg
86dba4c4522de4f16096d566f8388bd4,4,4,xeroderma pigmentosum,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/X/xeroderma-pigmentosum/xeroderma-pigmentosum22.jpg,httpwwwdermaamincomsiteimagesclinicalpicXxerodermapigmentosumxerodermapigmentosum22jpg.jpg
07119186590e4bab170d0c4dcf299d5a,4,4,dariers disease,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/addison_disease/addison_disease11.jpg,httpwwwdermaamincomsiteimagesclinicalpicaaddisondiseaseaddisondisease11jpg.jpg
d6a011d88cac1c5ab6645fa64fd4a900,4,4,porokeratosis actinic,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/p/porokeratosis_actinic/porokeratosis_actinic5.jpg,httpwwwdermaamincomsiteimagesclinicalpicpporokeratosisactinicporokeratosisactinic5jpg.jpg
838506df7577d4b862ccd09b3007cbbc,4,4,porokeratosis actinic,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/p/porokeratosis_actinic/porokeratosis_actinic9.jpg,httpwwwdermaamincomsiteimagesclinicalpicpporokeratosisactinicporokeratosisactinic9jpg.jpg
406cdf60fba69b9beac0aca89de79410,4,4,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_guttate/psoriasis_guttate16.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasisguttatepsoriasisguttate16jpg.jpg
4bd61d9c3ec99cdea6d24b0915e2cd12,4,4,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/e/erythroplasia_of_queyrat/erythroplasia_of_queyrat8.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythroplasiaofqueyraterythroplasiaofqueyrat8jpg.jpg
796dc238c864321539583a9961c3e4d0,4,4,photodermatoses,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis54.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphytophotodermatitisphytophotodermatitis54jpg.jpg
67712da1f5b9ce22516f618b866aa2bc,4,4,becker nevus,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/b/beckers_nevus/beckers_nevus16.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbeckersnevusbeckersnevus16jpg.jpg
0d90cd2b2bf339a587dd7072372ff186,4,4,tuberous sclerosis,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/t/tuberous_sclerosis/tuberous_sclerosis106.jpg,httpwwwdermaamincomsiteimagesclinicalpicttuberoussclerosistuberoussclerosis106jpg.jpg
45aebbd5b3741b10da7939e5424f70e4,4,4,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris8.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris8jpg.jpg
3e26d21c1878bf9ffaf937ad2d5c8f1a,4,4,scabies,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/norwegian_scabies/norwegian_scabies70.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnorwegianscabiesnorwegianscabies70jpg.jpg
29bcc832238c4d60fb1a26b8540260e5,4,4,livedo reticularis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/livedo-reticularis/livedo-reticularis8.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlivedoreticularislivedoreticularis8jpg.jpg
77d4b8dc95f05e86c834638a5e0a368e,4,4,nematode infection,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/h/hydrocele/hydrocele6.jpg,httpwwwdermaamincomsiteimagesclinicalpichhydrocelehydrocele6jpg.jpg
5b2d083698d7ed5b10d17f18714c3b54,4,4,keloid,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/k/kekoid/kekoid66.jpg,httpwwwdermaamincomsiteimagesclinicalpickkekoidkekoid66jpg.jpg
a77d74d2390a9fd6ec5b333dcb9500dc,4,4,cheilitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/m/melkersson-rosenthal-syndrome/melkersson-rosenthal-syndrome13.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmelkerssonrosenthalsyndromemelkerssonrosenthalsyndrome13jpg.jpg
8106437d268a433d9c9351b263104438,4,4,papilomatosis confluentes and reticulate,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/papillomatosis_confluent_reticulated/papillomatosis_confluent_reticulated3.jpg,httpwwwdermaamincomsiteimagesclinicalpicppapillomatosisconfluentreticulatedpapillomatosisconfluentreticulated3jpg.jpg
49aea559a766c1ce6833b161563c3423,4,4,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis74.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasispsoriasis74jpg.jpg
dd7b358a3a6d9134abd1271322b5ee99,4,4,actinic keratosis,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses46.jpg,httpwwwdermaamincomsiteimagesclinicalpicaactinickeratosesactinickeratoses46jpg.jpg
f0c244194c1d83230b3a031aff48c512,4,4,nematode infection,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/larva-migrans/larva-migrans49.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlarvamigranslarvamigrans49jpg.jpg
40108b5be76de2fc6a822bdd4fcd48ee,4,4,erythema nodosum,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema-nodosum/erythema-nodosum38.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemanodosumerythemanodosum38jpg.jpg
